id,name,type,typecode,biztype,address,gcj02_x,gcj02_y,wgs84_x,wgs84_y,tel,pname,cityname,adname,大类,中类,小类
B0FFGQ6UZK,北江西收费站(G94珠三角环线高速出口),道路附属设施;收费站;收费站,180200,[],三水区,112.875527,23.376744,112.8704638224648,23.37952185583553,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGRDIBB,北江西收费站(G94珠三角环线高速入口),道路附属设施;收费站;收费站,180200,[],三水区,112.875373,23.376637,112.87030970070371,23.379414714671544,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ95EG,北江东收费站(G94珠三角环线高速出口),道路附属设施;收费站;收费站,180200,[],三水区,112.914815,23.387268,112.90975082763016,23.39005454613766,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ7715,北江东收费站(G94珠三角环线高速入口),道路附属设施;收费站;收费站,180200,[],三水区,112.914511,23.38713,112.90944711671824,23.389916744294524,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ6TH7,大塘收费站(G94珠三角环线高速出口),道路附属设施;收费站;收费站,180200,[],三水区,112.95272,23.407187,112.94758556485904,23.40991716694837,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ7ZNG,大塘收费站(G94珠三角环线高速入口),道路附属设施;收费站;收费站,180200,[],三水区,112.95293,23.407342,112.94779500019013,23.41007168977563,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFFS2MYW,大塘服务区,道路附属设施;服务区;高速服务区,180300,[],三水区,112.980172,23.429447,112.97495189890036,23.43210392882601,[],广东省,佛山市,三水区,道路附属设施,服务区,高速服务区
B0FFH6Y3XB,大塘服务区,道路附属设施;服务区;高速服务区,180300,[],三水区,112.979198,23.430736,112.97398112118562,23.4333955594488,[],广东省,佛山市,三水区,道路附属设施,服务区,高速服务区
BZ7TP500A9,范湖服务区(佛清从高速佛山方向),道路附属设施;服务区;高速服务区,180300,[],三水区,113.025242,23.338511,113.01987053452277,23.341050698453,[],广东省,佛山市,三水区,道路附属设施,服务区,高速服务区
BZ7TP500AA,范湖服务区(佛清从高速从化方向),道路附属设施;服务区;高速服务区,180300,[],三水区,113.027106,23.338264,113.02172847627637,23.340798624538376,[],广东省,佛山市,三水区,道路附属设施,服务区,高速服务区
B0FFGY7VZY,更合停车区(广台高速台山方向),道路附属设施;服务区;高速服务区,180300,[],高明区,112.499981,22.757366,112.49485104197127,22.76020158560048,[],广东省,佛山市,高明区,道路附属设施,服务区,高速服务区
B0FFG7NNT1,更合西收费站(S5广台高速出口),道路附属设施;收费站;收费站,180200,[],高明区,112.465661,22.746181,112.46042724375056,22.74892196402933,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFF017WT,更合停车区(广台高速广州方向),道路附属设施;服务区;高速服务区,180300,[],高明区,112.499487,22.755973,112.49435554868452,22.758807530142764,[],广东省,佛山市,高明区,道路附属设施,服务区,高速服务区
B0FFGQ7S45,更合西收费站(S5广台高速入口),道路附属设施;收费站;收费站,180200,[],高明区,112.465719,22.746049,112.46048541016904,22.748790151510097,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFGQ4MWQ,云东海收费站(G55二广高速出口云东海方向),道路附属设施;收费站;收费站,180200,[],三水区,112.879286,23.179513,112.8742385053148,23.182351476128773,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ7ME0,云东海收费站(G55二广高速入口西向),道路附属设施;收费站;收费站,180200,[],三水区,112.879782,23.180886,112.8747347537283,23.18372441271209,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ9G19,云东海收费站(G55二广高速入口东向),道路附属设施;收费站;收费站,180200,[],三水区,112.883526,23.180319,112.87848102094355,23.18316071862478,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFH6K92I,云东海收费站(G55二广高速出口云东海方向),道路附属设施;收费站;收费站,180200,[],三水区,112.885352,23.181131,112.88030784890567,23.183973734377098,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ4Z2P,三水收费站(G55二广高速出口三水方向),道路附属设施;收费站;收费站,180200,[],三水区,112.898976,23.1747,112.8939342508568,23.17755074949832,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ9H2U,三水收费站(G55二广高速入口肇庆方向),道路附属设施;收费站;收费站,180200,[],三水区,112.899386,23.175037,112.8943441579739,23.17788767069117,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
BZ7RP400D1,三水收费站(G55二广高速入口东南向),道路附属设施;收费站;收费站,180200,[],三水区,112.90296,23.171484,112.897917432362,23.17433611983297,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
BZ7RP400D2,三水收费站(G55二广高速出口三水方向),道路附属设施;收费站;收费站,180200,[],三水区,112.903275,23.171884,112.89823229316922,23.17473595117268,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFKIVC3X,沙头大道路段,道路附属设施;警示信息;违章停车,180104,[],三水区,112.902557,23.150411,112.8975159333932,23.153271245974405,[],广东省,佛山市,三水区,道路附属设施,警示信息,违章停车
B0FFH0M67U,唐家收费站(G55二广高速出口),道路附属设施;收费站;收费站,180200,[],三水区,112.854037,23.202015,112.84895986023967,23.204812288008405,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFH0M60K,唐家收费站(G55二广高速入口),道路附属设施;收费站;收费站,180200,[],三水区,112.853862,23.202244,112.84878458758338,23.205040920406443,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFH6KCHE,狮岭收费站(S55广三高速出口狮岭方向),道路附属设施;收费站;收费站,180200,[],南海区,112.93526,23.150833,112.93018216013238,23.15366818591092,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQ75I4,狮岭收费站(S55广三高速入口广州方向),道路附属设施;收费站;收费站,180200,[],南海区,112.934469,23.14964,112.92939272798183,23.152476811261376,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFG3A3LI,三水西收费站(G80广昆高速出口),道路附属设施;收费站;收费站,180200,[],三水区,112.851876,23.108788,112.84680168012316,23.11161778138624,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFH6KCIL,三水西收费站(G80广昆高速入口),道路附属设施;收费站;收费站,180200,[],三水区,112.851635,23.109021,112.84656029917451,23.11185028199668,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQB9PQ,金沙收费站(G15沈海高速出口),道路附属设施;收费站;收费站,180200,[],南海区,112.91717,23.117299,112.91212105165224,23.12016726631749,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFH0KT75,金沙收费站(G15沈海高速入口),道路附属设施;收费站;收费站,180200,[],南海区,112.917226,23.117562,112.91217697624032,23.12043012072164,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7SP4005G,三水服务区(广佛肇高速广州方向),道路附属设施;服务区;高速服务区,180300,[],三水区,112.896063,23.244388,112.89101701553676,23.247213712049927,[],广东省,佛山市,三水区,道路附属设施,服务区,高速服务区
BZ7RP400F5,三水服务区(广佛肇高速肇庆方向),道路附属设施;服务区;高速服务区,180300,[],三水区,112.897686,23.245972,112.89263980557094,23.24879755119059,[],广东省,佛山市,三水区,道路附属设施,服务区,高速服务区
BZ7RP400H9,新沙路收费站(S8广佛肇高速入口东南向),道路附属设施;收费站;收费站,180200,[],三水区,112.945441,23.222778,112.9403368139759,23.22556952537972,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQAH7C,狮中收费站(S55广三高速出口狮中方向),道路附属设施;收费站;收费站,180200,[],南海区,112.963801,23.141031,112.95865271485135,23.143812183893782,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQ5K7D,狮中收费站(S55广三高速入口三水方向),道路附属设施;收费站;收费站,180200,[],南海区,112.963641,23.141003,112.95849319727672,23.14378459556961,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQA2KF,狮中收费站(S55广三高速入口东向),道路附属设施;收费站;收费站,180200,[],南海区,112.964248,23.138434,112.95909853820922,23.141215091374328,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQAV4H,狮中收费站(S55广三高速出口狮中方向),道路附属设施;收费站;收费站,180200,[],南海区,112.964108,23.138412,112.95895896208148,23.141193452417973,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7SP3009D,三水城西收费站(S8广佛肇高速出口),道路附属设施;收费站;收费站,180200,[],三水区,112.862283,23.254047,112.85721379352798,23.25683944761389,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ7L6H,更合东收费站(S5广台高速出口),道路附属设施;收费站;收费站,180200,[],高明区,112.568643,22.784987,112.5636842818044,22.78797929037202,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFH4WSJX,更合东收费站(S5广台高速入口),道路附属设施;收费站;收费站,180200,[],高明区,112.568697,22.784841,112.563738360502,22.78783340977604,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFKNWNFR,沧江路,道路附属设施;警示信息;违章停车,180104,[],高明区,112.877822,22.895834,112.87279172012953,22.8987893046137,[],广东省,佛山市,高明区,道路附属设施,警示信息,违章停车
B0FFKNWNWG,沧江路,道路附属设施;警示信息;违章停车,180104,[],高明区,112.878353,22.895651,112.8733231219744,22.898606886897497,[],广东省,佛山市,高明区,道路附属设施,警示信息,违章停车
B0FFKNWOTX,文华路,道路附属设施;警示信息;违章停车,180104,[],高明区,112.886722,22.892204,112.88169701274371,22.89516792570756,[],广东省,佛山市,高明区,道路附属设施,警示信息,违章停车
B0FFH225N7,荷城收费站(G9411莞佛高速出口),道路附属设施;收费站;收费站,180200,[],高明区,112.852839,22.954952,112.84777606243436,22.957849008312905,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFH0PENL,荷城收费站(G9411莞佛高速入口),道路附属设施;收费站;收费站,180200,[],高明区,112.853093,22.954803,112.8480304508984,22.957700491569383,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFH6KC71,西樵收费站(G15沈海高速出口),道路附属设施;收费站;收费站,180200,[],南海区,112.940591,22.931273,112.93551660390072,22.93419225315329,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFH6J02Z,西樵收费站(G15沈海高速入口),道路附属设施;收费站;收费站,180200,[],南海区,112.940811,22.931355,112.93573612776515,22.934273843461312,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B02F507LHT,松岗服务区(莞佛高速东莞方向),道路附属设施;服务区;高速服务区,180300,[],高明区,112.825981,22.949787,112.8208733587341,22.95263731270049,[],广东省,佛山市,高明区,道路附属设施,服务区,高速服务区
B02F507LHS,松岗服务区(莞佛高速佛山方向),道路附属设施;服务区;高速服务区,180300,[],高明区,112.824118,22.95059,112.81900703410788,22.953436448828025,[],广东省,佛山市,高明区,道路附属设施,服务区,高速服务区
B0FFH6K8XH,金白收费站(G9411莞佛高速出口白坭方向),道路附属设施;收费站;收费站,180200,[],三水区,112.897311,22.976164,112.89228225497872,22.979097057478125,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFGQ5B21,金白收费站(G9411莞佛高速入口西向),道路附属设施;收费站;收费站,180200,[],三水区,112.89651,22.977253,112.89148123896352,22.98018541684367,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
B0FFKCMQ6E,公共厕所,道路附属设施;道路附属设施;道路附属设施,180000,[],锦湖大道听音广场,112.957971,22.936854,112.95285299691064,22.939735642925417,[],广东省,佛山市,南海区,道路附属设施,道路附属设施,道路附属设施
BZ7MP30035,杨和收费站(G94珠三角环线高速出口),道路附属设施;收费站;收费站,180200,[],高明区,112.812236,22.820876,112.80711302560968,22.82375241545139,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFGQAVWN,杨和收费站(G94珠三角环线高速入口),道路附属设施;收费站;收费站,180200,[],高明区,112.812371,22.821011,112.80724824086757,22.82388760882457,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
BZ7OP400J8,西樵收费站(S5广台高速出口),道路附属设施;收费站;收费站,180200,[],南海区,112.929941,22.976426,112.92488390546848,22.979341774689782,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7OP400J9,西樵收费站(S5广台高速入口),道路附属设施;收费站;收费站,180200,[],南海区,112.930019,22.976307,112.92496178398385,22.97922272795056,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGSE9U7,沧江收费站(G9411莞佛高速出口),道路附属设施;收费站;收费站,180200,[],高明区,112.772821,22.933792,112.76764244352934,22.936568915740484,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFGSEBQB,沧江收费站(G9411莞佛高速入口),道路附属设施;收费站;收费站,180200,[],高明区,112.773062,22.933839,112.76788359428134,22.93661609715184,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFGQ4UDG,下安收费站(S5广台高速出口),道路附属设施;收费站;收费站,180200,[],南海区,112.975075,22.995295,112.96990064168271,22.998107636791385,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFH6KCE2,下安收费站(S5广台高速入口),道路附属设施;收费站;收费站,180200,[],南海区,112.974984,22.995465,112.96980993029992,22.998277816137108,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQ5FKC,人和收费站(G94珠三角环线高速出口),道路附属设施;收费站;收费站,180200,[],高明区,112.734718,22.842321,112.72954958096088,22.845129729477343,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B02F508MBJ,顺德服务区(广珠西线高速广州方向),道路附属设施;服务区;高速服务区,180300,[],顺德区,113.270005,22.917469,113.26468521917404,22.920231798200856,[],广东省,佛山市,顺德区,道路附属设施,服务区,高速服务区
B02F508MBK,顺德服务区(广珠西线高速珠海方向),道路附属设施;服务区;高速服务区,180300,[],顺德区,113.268773,22.91564,113.26345439339036,22.91840445482972,[],广东省,佛山市,顺德区,道路附属设施,服务区,高速服务区
BZ7NP70142,顺德收费站(S43广珠西线高速出口),道路附属设施;收费站;收费站,180200,[],顺德区,113.305634,22.830734,113.30026888236652,22.83348538318584,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFH6KC88,顺德收费站(S43广珠西线高速入口),道路附属设施;收费站;收费站,180200,[],S43广珠西线高速出口与智城路交叉口东200米,113.305992,22.830761,113.30062620843522,22.83351175795373,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFGQ7EGV,五沙收费站(S39东新高速出口),道路附属设施;收费站;收费站,180200,[],顺德区,113.348808,22.818175,113.34335785408258,22.820851202954515,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFH6KC6L,五沙收费站(S39东新高速入口),道路附属设施;收费站;收费站,180200,[],顺德区,113.348866,22.818399,113.34341573209116,22.82107502055369,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFGQ8OCR,伦教收费站(G1508广州绕城高速出口伦教方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.257864,22.864756,113.25255558843088,22.86754660784141,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFGQ7BS5,伦教收费站(G1508广州绕城高速入口东北向),道路附属设施;收费站;收费站,180200,[],顺德区,113.257896,22.864585,113.25258758653932,22.867375665236647,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFGQB3AY,伦教收费站(G1508广州绕城高速出口三水方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.253685,22.864171,113.24837800921996,22.866962783924244,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFGQ9KVH,伦教收费站(G1508广州绕城高速入口西向),道路附属设施;收费站;收费站,180200,[],顺德区,113.253817,22.86425,113.24850997090871,22.867041733118548,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7SP3009U,三水城西收费站(S8广佛肇高速入口),道路附属设施;收费站;收费站,180200,[],三水区,112.862432,23.254235,112.85736296944808,23.257027602859825,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
BZ7RP400HA,新沙路收费站(S8广佛肇高速出口塘西大道方向),道路附属设施;收费站;收费站,180200,[],三水区,112.948664,23.22595,112.94355183427597,23.22873415271619,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
BZ7SP40067,三水城东收费站(S8广佛肇高速出口),道路附属设施;收费站;收费站,180200,[],三水区,112.937857,23.247504,112.93276777291406,23.250300542149635,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
BZ7SP40066,三水城东收费站(S8广佛肇高速入口),道路附属设施;收费站;收费站,180200,[],三水区,112.937836,23.247645,112.93274680613509,23.250441530261543,[],广东省,佛山市,三水区,道路附属设施,收费站,收费站
BZ7RP400HL,兴业收费站(S8广佛肇高速出口广州方向),道路附属设施;收费站;收费站,180200,[],南海区,112.985214,23.208573,112.97999121417465,23.211269861254937,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP400GR,兴业收费站(S8广佛肇高速入口广佛肇高速方向),道路附属设施;收费站;收费站,180200,[],南海区,112.98822,23.208379,112.98298672521008,23.21106703248688,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP400HM,兴业收费站(S8广佛肇高速入口西向),道路附属设施;收费站;收费站,180200,[],南海区,112.984101,23.209573,112.97888200799378,23.21227277626133,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP400GQ,兴业收费站(S8广佛肇高速出口小塘方向),道路附属设施;收费站;收费站,180200,[],南海区,112.988429,23.209305,112.98319492992326,23.21199208380215,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGB0TFD,狮山加油站(广三高速广州方向),道路附属设施;服务区;高速服务区,180300,[],二广高速广州支线,112.995906,23.138756,112.99065013064416,23.141447149861243,[],广东省,佛山市,南海区,道路附属设施,服务区,高速服务区
B02F506UBN,狮山加油站(广三高速三水方向),道路附属设施;服务区;高速服务区,180300,[],南海区,112.996636,23.139294,112.99137749440652,23.141982726002205,[],广东省,佛山市,南海区,道路附属设施,服务区,高速服务区
B0FFGQ92A5,丹灶收费站(G15沈海高速出口),道路附属设施;收费站;收费站,180200,[],南海区,112.905602,23.052077,112.90056604464615,23.054977500107903,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFH6KCDU,丹灶收费站(桂丹西路出口),道路附属设施;收费站;收费站,180200,[],南海区,112.90585,23.051955,112.9008139323888,23.054855510002927,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B02F50757P,丹灶服务区(沈海高速海口方向),道路附属设施;服务区;高速服务区,180300,[],丹灶镇梅步村,112.898841,23.044525,112.89380767408991,23.04742884133612,[],广东省,佛山市,南海区,道路附属设施,服务区,高速服务区
B02F5070EJ,丹灶服务区(沈海高速沈阳方向),道路附属设施;服务区;高速服务区,180300,[],南海区,112.90016,23.043781,112.89512647393713,23.0466852968454,[],广东省,佛山市,南海区,道路附属设施,服务区,高速服务区
BZ7QP500WE,狮山收费站(S55广三高速入口),道路附属设施;收费站;收费站,180200,[],南海区,113.014925,23.13721,113.009601927454,23.139844541917626,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7QP500WI,狮山收费站(S55广三高速出口),道路附属设施;收费站;收费站,180200,[],南海区,113.014019,23.133784,113.00869929860508,23.13642257819422,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP500I9,虹岭路收费站(S16佛清从高速出口虹岭路方向),道路附属设施;收费站;收费站,180200,[],南海区,113.018501,23.18755,113.01316226858522,23.190154790259346,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7QP500WH,狮山收费站(S16佛清从高速入口),道路附属设施;收费站;收费站,180200,[],南海区,113.014771,23.139065,113.00944833684,23.1416992573873,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP500HP,官华路收费站(S16佛清从高速出口官华路方向),道路附属设施;收费站;收费站,180200,[],南海区,113.019859,23.170469,113.0145168005417,23.17307626031622,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQ96O2,人和收费站(G94珠三角环线高速入口),道路附属设施;收费站;收费站,180200,[],高明区,112.734557,22.842126,112.72938873376287,22.84493489720394,[],广东省,佛山市,高明区,道路附属设施,收费站,收费站
B0FFGQA9EB,龙山收费站(S15广佛高速出口),道路附属设施;收费站;收费站,180200,[],顺德区,113.026761,22.856017,113.02141691917842,22.858735567610204,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFGQ93VO,龙山收费站(S15广佛高速入口),道路附属设施;收费站;收费站,180200,[],中国石化佛山顺德龙山加油站西北侧140米,113.027154,22.855949,113.02180865479056,22.858666518819287,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFGQ4NOR,沙头收费站(S15广佛高速出口龙江方向),道路附属设施;收费站;收费站,180200,[],南海区,113.034176,22.904269,113.0288054295034,22.906948571977168,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQ7O5S,沙头收费站(S15广佛高速出口龙江方向),道路附属设施;收费站;收费站,180200,[],南海区,113.03384,22.901686,113.02847062427708,22.904367495526127,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQALZQ,沙头收费站(S15广佛高速入口东北向),道路附属设施;收费站;收费站,180200,[],南海区,113.034985,22.904054,113.02961199552485,22.9067315972635,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
